Index;Term;Count;Df;Idf;Rel. Frequency
1;vehicle;16;353;1.534082485930258;0.00011032339443520048
2;automotive;6;475;2.421385680931161;0.00014845215965076552

Index;Term;Count;Df;Idf;Rel. Frequency
1;vehicle;15;365;1.523248143764548;0.00012085372395022814
2;automotive;8;477;2.09861228866811;0.00015793760636783239

